"","Categoria","Comunidad","Educacion","FechaCreacion","TipoJornada","Provincia","SalarioMax","SalarioMin","SubCategoria"
"12910","ADMINISTRACIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-09-12,"COMPLETA","MADRID",19000,18000,"ADMINISTRATIVOS"
"12915","HOSTELERÍA/TURISMO","COMUNIDAD VALENCIANA","Otras Formaciones",2018-09-27,"COMPLETA","VALENCIA",1100,800,"CAMAREROS"
"12924","CONDUCTORES/TRANSPORTE","CATALUÑA","Estudios primarios",2018-10-11,"COMPLETA","GIRONA",1000,1000,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"12929","FÁBRICAS/INDUSTRIA","CASTILLA LA MANCHA","FP II, Ciclo de Grado Superior",2018-10-11,"COMPLETA","TOLEDO",28000,24000,"TECNICOS METALURGICOS"
"12979","HOSTELERÍA/TURISMO","GALICIA","Unknown",2018-10-11,"COMPLETA","CORUÑA (A)",16200,16200,"COCINEROS"
"13008","CONDUCTORES/TRANSPORTE","CASTILLA Y LEÓN","Estudios primarios",2018-10-11,"COMPLETA","PALENCIA",1100,1050,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"13038","CONSTRUCCIÓN","CASTILLA Y LEÓN","ESO, EGB, Graduado Escolar",2018-10-11,"COMPLETA","VALLADOLID",16983,16983,"ALBAÑILERIA/ACABADOS"
"13057","HOSTELERÍA/TURISMO","GALICIA","Unknown",2018-10-11,"COMPLETA","CORUÑA (A)",16200,16200,"COCINEROS"
"13086","CONDUCTORES/TRANSPORTE","CASTILLA Y LEÓN","Estudios primarios",2018-10-11,"COMPLETA","PALENCIA",1100,1050,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"13116","CONSTRUCCIÓN","CASTILLA Y LEÓN","ESO, EGB, Graduado Escolar",2018-10-11,"COMPLETA","VALLADOLID",16983,16983,"ALBAÑILERIA/ACABADOS"
"13122","CONSTRUCCIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-10-02,"INDIFERENTE","MADRID",24000,24000,"TECNICOS EN CONSTRUCCION"
"13133","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-10-10,"COMPLETA","VALENCIA",20000,15000,"ELECTRÓNICA"
"13146","CONSTRUCCIÓN","ISLAS CANARIAS","Unknown",2018-10-10,"COMPLETA","PALMAS (LAS)",1200,1200,"ALBAÑILERIA/ACABADOS"
"13148","CONDUCTORES/TRANSPORTE","Unknown","Unknown",2018-10-10,"COMPLETA","Unknown",1400,1200,"REPARTO DE MERCANCÍAS"
"13149","ADMINISTRACIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-10-10,"PARCIAL","MADRID",860,550,"ADMINISTRATIVOS"
"13158","METAL/MECÁNICA","ANDALUCÍA","FP I, Ciclo de Grado Medio",2018-10-10,"INDIFERENTE","SEVILLA",18000,15000,"MECÁNICA/MANTENIMIENTO"
"13166","CONSTRUCCIÓN","CATALUÑA","Unknown",2018-10-11,"COMPLETA","BARCELONA",1400,1200,"PEONES"
"13177","FÁBRICAS/INDUSTRIA","MADRID","ESO, EGB, Graduado Escolar",2018-10-10,"PARCIAL","MADRID",600,500,"TECNICOS METALURGICOS"
"13209","INFORMÁTICA/TELECOMUNICACIONES","GALICIA","FP II, Ciclo de Grado Superior",2018-10-10,"COMPLETA","CORUÑA (A)",15000,12000,"SISTEMAS/SEGURIDAD/REDES"
"13211","CONSTRUCCIÓN","Unknown","Unknown",2018-10-10,"COMPLETA","Unknown",1400,1200,"GRÚAS/EXCAVADORAS/MAQUINARIA"
"13225","DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES","MADRID","FP II, Ciclo de Grado Superior",2018-10-10,"COMPLETA","MADRID",1200,1000,"OTROS PROFESIONALES"
"13368","CONSTRUCCIÓN","CATALUÑA","Otras Formaciones",2018-10-09,"COMPLETA","BARCELONA",1400,1100,"PINTURA"
"13369","METAL/MECÁNICA","ANDALUCÍA","FP I, Ciclo de Grado Medio",2018-10-09,"COMPLETA","MÁLAGA",1500,1000,"MECÁNICA/MANTENIMIENTO"
"13371","CONSTRUCCIÓN","MADRID","ESO, EGB, Graduado Escolar",2018-10-10,"COMPLETA","MADRID",1401,1400,"FONTANERÍA"
"13380","COMERCIAL/VENTAS","GALICIA","Bachillerato",2018-10-09,"COMPLETA","CORUÑA (A)",1500,900,"AGENTES COMERCIALES/REPRESENTANTES"
"13411","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","PAÍS VASCO","ESO, EGB, Graduado Escolar",2018-04-23,"COMPLETA","VIZCAYA",1200,900,"ELECTRÓNICA"
"13438","SALUD/DEPORTE","PRINCIPADO DE ASTURIAS","FP II, Ciclo de Grado Superior",2018-10-04,"INDIFERENTE","ASTURIAS",1000,950,"ENFERMERÍA"
"13466","METAL/MECÁNICA","CASTILLA LA MANCHA","Unknown",2018-05-25,"COMPLETA","TOLEDO",1200,1000,"MECÁNICA/MANTENIMIENTO"
"13483","COMERCIAL/VENTAS","MADRID","Unknown",2018-10-04,"COMPLETA","MADRID",20000,15000,"COMERCIO EXTERIOR"
"13493","ADMINISTRACIÓN","CATALUÑA","Unknown",2018-10-04,"COMPLETA","BARCELONA",1305,0,"ADMINISTRATIVOS"
"13508","APRENDICES/PRIMER EMPLEO","CATALUÑA","Unknown",2018-10-04,"COMPLETA","BARCELONA",8550,8550,"APRENDICES"
"13548","CUIDADOS/ASISTENCIA EN EL HOGAR","ISLAS CANARIAS","Unknown",2018-10-06,"COMPLETA","SANTA CRUZ DE TENERIFE",1661,1661,"LIMPIEZA"
"13564","COMERCIAL/VENTAS","MADRID","FP II, Ciclo de Grado Superior",2018-05-04,"COMPLETA","MADRID",17905,16600,"AGENTES COMERCIALES/REPRESENTANTES"
"13585","HOSTELERÍA/TURISMO","LA RIOJA","Unknown",2018-10-04,"INDIFERENTE","RIOJA (LA)",1200,1100,"AYUDANTES DE COCINA/COMIDA RÁPIDA"
"13608","COMERCIAL/VENTAS","MADRID","Unknown",2018-10-04,"COMPLETA","MADRID",1500,900,"VENDEDORES"
"13626","COMERCIAL/VENTAS","MADRID","Unknown",2018-10-04,"COMPLETA","MADRID",1500,900,"VENDEDORES"
"13651","HOSTELERÍA/TURISMO","MADRID","Unknown",2018-10-04,"PARCIAL","MADRID",600,350,"AYUDANTES DE COCINA/COMIDA RÁPIDA"
"13667","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","MADRID","Postgrado Universitario",2018-10-04,"COMPLETA","MADRID",20000,15000,"COMUNICACIÓN/PUBLICIDAD/MARKETING"
"13670","CONSTRUCCIÓN","CASTILLA Y LEÓN","Estudios primarios",2018-10-04,"PARCIAL","SEGOVIA",600,400,"PINTURA"
"13674","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","CASTILLA Y LEÓN","Unknown",2018-10-04,"COMPLETA","LEÓN",1000,800,"PANADERÍA/REPOSTERÍA"
"13684","CONSTRUCCIÓN","CASTILLA Y LEÓN","Unknown",2018-09-18,"PARCIAL","SEGOVIA",600,400,"PINTURA"
"13691","APRENDICES/PRIMER EMPLEO","CATALUÑA","ESO, EGB, Graduado Escolar",2018-10-04,"COMPLETA","BARCELONA",8990,8990,"APRENDICES"
"13692","CONSTRUCCIÓN","ILLES BALEARS","Sin estudios",2018-10-04,"COMPLETA","BALEARS (ILLES)",1600,1500,"ALBAÑILERIA/ACABADOS"
"13697","CONDUCTORES/TRANSPORTE","NAVARRA","Estudios primarios",2018-10-04,"PARCIAL","NAVARRA",1100,800,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"13698","SALUD/DEPORTE","CATALUÑA","FP I, Ciclo de Grado Medio",2018-10-04,"COMPLETA","BARCELONA",985,985,"ENFERMERÍA"
"13707","CUIDADOS/ASISTENCIA EN EL HOGAR","CASTILLA Y LEÓN","Estudios primarios",2018-10-04,"PARCIAL","PALENCIA",600,300,"LIMPIEZA"
"13708","COMUNICACIÓN/CULTURA/ENTRETENIMIENTO","CATALUÑA","ESO, EGB, Graduado Escolar",2018-10-04,"COMPLETA","BARCELONA",1100,850,"COMUNICACIÓN/PUBLICIDAD/MARKETING"
"13714","FÁBRICAS/INDUSTRIA","CATALUÑA","ESO, EGB, Graduado Escolar",2018-10-04,"COMPLETA","BARCELONA",26000,18000,"MONTADORES Y ENSAMBLADORES"
"13716","CUIDADOS/ASISTENCIA EN EL HOGAR","CATALUÑA","Estudios primarios",2018-10-06,"PARCIAL","BARCELONA",131,131,"LIMPIEZA"
"13718","DEPENDIENTES/INFORMACIÓN","MADRID","ESO, EGB, Graduado Escolar",2018-10-04,"COMPLETA","MADRID",15000,13000,"DEPENDIENTES"
"13719","COMERCIAL/VENTAS","ARAGÓN","Unknown",2018-10-03,"PARCIAL","ZARAGOZA",510,500,"AGENTES COMERCIALES/REPRESENTANTES"
"13720","COMERCIAL/VENTAS","MADRID","Unknown",2018-10-03,"PARCIAL","MADRID",510,500,"AGENTES COMERCIALES/REPRESENTANTES"
"13741","APRENDICES/PRIMER EMPLEO","CATALUÑA","ESO, EGB, Graduado Escolar",2018-10-04,"COMPLETA","BARCELONA",8990,8990,"PRIMER EMPLEO"
"13742","FÁBRICAS/INDUSTRIA","CASTILLA LA MANCHA","FP I, Ciclo de Grado Medio",2018-10-04,"COMPLETA","TOLEDO",21000,18000,"ENCARGADOS Y SUPERVISORES DE PRODUCCIÓN"
"13758","COMERCIAL/VENTAS","CATALUÑA","FP II, Ciclo de Grado Superior",2018-10-04,"COMPLETA","BARCELONA",16000,12000,"COMERCIO EXTERIOR"
"13775","CONDUCTORES/TRANSPORTE","NAVARRA","Estudios primarios",2018-10-04,"PARCIAL","NAVARRA",660,600,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"13785","CONSTRUCCIÓN","CASTILLA Y LEÓN","ESO, EGB, Graduado Escolar",2018-10-04,"COMPLETA","VALLADOLID",1100,900,"ALBAÑILERIA/ACABADOS"
"13787","ADMINISTRACIÓN","CATALUÑA","FP II, Ciclo de Grado Superior",2018-10-06,"COMPLETA","BARCELONA",1200,1200,"CONTABILIDAD/FINANZAS"
"13800","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","ANDALUCÍA","Certificados de Profesionalidad",2018-10-04,"COMPLETA","SEVILLA",1200,600,"ELECTRICIDAD"
"13808","SALUD/DEPORTE","CASTILLA Y LEÓN","Licenciado o Ingeniero Superior",2018-10-04,"COMPLETA","SALAMANCA",42000,39000,"MEDICINA"
"13815","CONDUCTORES/TRANSPORTE","CATALUÑA","Unknown",2018-10-06,"COMPLETA","GIRONA",1600,1600,"REPARTO DE MERCANCÍAS"
"13822","HOSTELERÍA/TURISMO","CATALUÑA","Unknown",2018-10-06,"INDIFERENTE","BARCELONA",1500,1311,"CAMAREROS"
"13824","COMERCIAL/VENTAS","CATALUÑA","Unknown",2018-10-06,"COMPLETA","BARCELONA",1500,1200,"AGENTES COMERCIALES/REPRESENTANTES"
"13890","CONSTRUCCIÓN","MADRID","ESO, EGB, Graduado Escolar",2018-10-04,"COMPLETA","MADRID",18000,15000,"ALBAÑILERIA/ACABADOS"
"13914","ALMACENES/REPONEDORES","COMUNIDAD VALENCIANA","ESO, EGB, Graduado Escolar",2018-10-04,"INDIFERENTE","VALENCIA",1200,0,"GESTIÓN DE ALMACENES"
"13915","INFORMÁTICA/TELECOMUNICACIONES","MADRID","FP I, Ciclo de Grado Medio",2018-10-04,"COMPLETA","MADRID",26000,20000,"SISTEMAS/SEGURIDAD/REDES"
"13916","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","CASTILLA Y LEÓN","FP I, Ciclo de Grado Medio",2018-10-04,"COMPLETA","BURGOS",21983,21983,"ELECTRICIDAD"
"13926","COMERCIAL/VENTAS","MADRID","Bachillerato",2018-10-04,"INDIFERENTE","MADRID",2000,750,"AGENTES COMERCIALES/REPRESENTANTES"
"13928","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","FP I, Ciclo de Grado Medio",2018-10-04,"PARCIAL","MADRID",12000,10000,"ELECTRICIDAD"
"13929","CONDUCTORES/TRANSPORTE","PAÍS VASCO","Estudios primarios",2018-10-04,"COMPLETA","GUIPÚZCOA",2100,2100,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"13937","ADMINISTRACIÓN","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-10-04,"PARCIAL","VALENCIA",600,400,"ADMINISTRATIVOS"
"13945","APRENDICES/PRIMER EMPLEO","MADRID","Unknown",2018-10-04,"INDIFERENTE","MADRID",15000,7000,"APRENDICES"
"13946","CUIDADOS/ASISTENCIA EN EL HOGAR","MADRID","Sin estudios",2018-10-04,"PARCIAL","MADRID",950,0,"LIMPIEZA"
"13948","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","GALICIA","Estudios primarios",2018-10-04,"COMPLETA","CORUÑA (A)",900,800,"CONSERVAS/ALIMENTOS/BEBIDAS"
"13969","SALUD/DEPORTE","PRINCIPADO DE ASTURIAS","FP II, Ciclo de Grado Superior",2018-10-04,"COMPLETA","ASTURIAS",1000,950,"FARMACIA/ÓPTICA/AUDICIÓN"
"13973","AGRICULTURA/JARDINERÍA/ALIMENTACIÓN","GALICIA","Estudios primarios",2018-10-04,"COMPLETA","CORUÑA (A)",900,750,"CONSERVAS/ALIMENTOS/BEBIDAS"
"13991","COMERCIAL/VENTAS","MADRID","Diplomado o Ingeniero Técnico",2018-10-04,"COMPLETA","MADRID",1800,1100,"AGENTES COMERCIALES/REPRESENTANTES"
"14008","ADMINISTRACIÓN","CASTILLA LA MANCHA","ESO, EGB, Graduado Escolar",2018-07-27,"COMPLETA","CIUDAD REAL",1050,850,"ADMINISTRATIVOS"
"14060","INFORMÁTICA/TELECOMUNICACIONES","MADRID","FP I, Ciclo de Grado Medio",2018-09-20,"COMPLETA","MADRID",30000,24000,"ANALISTAS/PROGRAMADORES"
"14068","FÁBRICAS/INDUSTRIA","MADRID","FP I, Ciclo de Grado Medio",2018-10-03,"COMPLETA","MADRID",1300,1100,"ARTESANÍA/OFICIOS"
"14094","COMERCIAL/VENTAS","CATALUÑA","Unknown",2018-10-03,"PARCIAL","BARCELONA",510,500,"AGENTES COMERCIALES/REPRESENTANTES"
"14117","VIGILANCIA/SERVICIOS","MADRID","Estudios primarios",2018-10-03,"INDIFERENTE","MADRID",1000,500,"AUXILIARES DE SERVICIO/PERSONAL SUBALTER"
"14123","ADMINISTRACIÓN","ANDALUCÍA","Bachillerato",2018-09-10,"COMPLETA","ALMERÍA",1000,800,"ADMINISTRATIVOS"
"14127","CONSTRUCCIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-10-03,"COMPLETA","MADRID",24000,20000,"ENCARGADOS DE OBRAS/CAPATACES"
"14172","COMERCIAL/VENTAS","CATALUÑA","Unknown",2018-10-03,"PARCIAL","BARCELONA",510,500,"AGENTES COMERCIALES/REPRESENTANTES"
"14194","VIGILANCIA/SERVICIOS","MADRID","Estudios primarios",2018-10-03,"INDIFERENTE","MADRID",1000,500,"AUXILIARES DE SERVICIO/PERSONAL SUBALTER"
"14199","ADMINISTRACIÓN","ANDALUCÍA","Bachillerato",2018-09-10,"COMPLETA","ALMERÍA",1000,800,"ADMINISTRATIVOS"
"14203","CONSTRUCCIÓN","MADRID","FP II, Ciclo de Grado Superior",2018-10-03,"COMPLETA","MADRID",24000,20000,"ENCARGADOS DE OBRAS/CAPATACES"
"14217","ADMINISTRACIÓN","ISLAS CANARIAS","Diplomado o Ingeniero Técnico",2018-10-03,"COMPLETA","SANTA CRUZ DE TENERIFE",1200,1000,"RECURSOS HUMANOS/PERSONAL"
"14227","ADMINISTRACIÓN","MADRID","FP I, Ciclo de Grado Medio",2018-10-03,"PARCIAL","MADRID",750,700,"RECURSOS HUMANOS/PERSONAL"
"14240","SALUD/DEPORTE","ISLAS CANARIAS","Diplomado o Ingeniero Técnico",2018-05-07,"PARCIAL","PALMAS (LAS)",330,330,"FISIOTERAPIA/DEPORTE/MANTENIMIENTO FISIC"
"14250","ADMINISTRACIÓN","COMUNIDAD VALENCIANA","FP I, Ciclo de Grado Medio",2018-10-03,"PARCIAL","ALICANTE",800,400,"ADMINISTRATIVOS"
"14263","COMERCIAL/VENTAS","MADRID","ESO, EGB, Graduado Escolar",2018-06-19,"PARCIAL","MADRID",15000,13000,"VENDEDORES"
"14266","FÁBRICAS/INDUSTRIA","MADRID","Estudios primarios",2018-10-03,"COMPLETA","MADRID",1500,1200,"MONTADORES Y ENSAMBLADORES"
"14284","HOSTELERÍA/TURISMO","MADRID","FP I, Ciclo de Grado Medio",2018-10-02,"COMPLETA","MADRID",15000,15000,"CAMAREROS"
"14294","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","ANDALUCÍA","Unknown",2018-10-03,"COMPLETA","ALMERÍA",1300,800,"ELECTRICIDAD"
"14296","CONSTRUCCIÓN","MADRID","Unknown",2018-10-03,"COMPLETA","MADRID",1100,1000,"CARPINTERÍA"
"14297","EDUCACIÓN/SERVICIOS SOCIALES","MADRID","FP I, Ciclo de Grado Medio",2018-10-03,"INDIFERENTE","MADRID",14000,14000,"FORMACIÓN PROFESIONAL"
"14298","CUIDADOS/ASISTENCIA EN EL HOGAR","ISLAS CANARIAS","Estudios primarios",2018-10-03,"INDIFERENTE","PALMAS (LAS)",800,600,"SERVICIO DOMÉSTICO"
"14300","EDUCACIÓN/SERVICIOS SOCIALES","MADRID","Unknown",2018-10-03,"PARCIAL","MADRID",11,11,"ANIMACIÓN/TIEMPO LIBRE"
"14309","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","FP I, Ciclo de Grado Medio",2018-10-03,"COMPLETA","MADRID",4000,2000,"ELECTRICIDAD"
"14310","COMERCIAL/VENTAS","CATALUÑA","FP I, Ciclo de Grado Medio",2018-10-03,"COMPLETA","BARCELONA",1140,1060,"VENDEDORES"
"14315","COMERCIAL/VENTAS","ANDALUCÍA","FP I, Ciclo de Grado Medio",2018-10-03,"COMPLETA","ALMERÍA",1000,700,"VENDEDORES"
"14322","SALUD/DEPORTE","CATALUÑA","FP II, Ciclo de Grado Superior",2018-10-04,"COMPLETA","TARRAGONA",1950,1950,"MEDICINA"
"14329","COMERCIAL/VENTAS","MADRID","Bachillerato",2018-10-03,"PARCIAL","MADRID",50000,18000,"AGENTES COMERCIALES/REPRESENTANTES"
"14381","ADMINISTRACIÓN","ISLAS CANARIAS","ESO, EGB, Graduado Escolar",2018-10-03,"PARCIAL","SANTA CRUZ DE TENERIFE",600,300,"RECURSOS HUMANOS/PERSONAL"
"14386","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","CATALUÑA","FP I, Ciclo de Grado Medio",2018-06-21,"COMPLETA","TARRAGONA",1100,0,"ELECTRICIDAD"
"14425","CONSTRUCCIÓN","COMUNIDAD VALENCIANA","Unknown",2018-10-13,"COMPLETA","CASTELLÓN",1000,950,"ALBAÑILERIA/ACABADOS"
"14437","METAL/MECÁNICA","CATALUÑA","Unknown",2018-10-04,"COMPLETA","BARCELONA",1500,1500,"CERRAJEROS/FORJA/HERREROS"
"14440","INFORMÁTICA/TELECOMUNICACIONES","COMUNIDAD VALENCIANA","FP II, Ciclo de Grado Superior",2018-10-13,"COMPLETA","VALENCIA",25000,25000,"SISTEMAS/SEGURIDAD/REDES"
"14494","DEPENDIENTES/INFORMACIÓN","CATALUÑA","Unknown",2018-10-04,"COMPLETA","BARCELONA",1505,1305,"TELEOPERADORES"
"14622","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","CATALUÑA","Certificados de Profesionalidad",2018-10-01,"COMPLETA","BARCELONA",1700,1500,"ELECTRICIDAD"
"14628","CONSTRUCCIÓN","MADRID","Certificados de Profesionalidad",2018-10-02,"COMPLETA","MADRID",1250,1000,"PEONES"
"14630","DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES","CASTILLA Y LEÓN","Licenciado o Ingeniero Superior",2018-04-27,"INDIFERENTE","ÁVILA",1200,600,"ABOGADOS"
"14631","FÁBRICAS/INDUSTRIA","COMUNIDAD VALENCIANA","ESO, EGB, Graduado Escolar",2018-10-02,"COMPLETA","CASTELLÓN",1100,1000,"ARTESANÍA/OFICIOS"
"14632","FÁBRICAS/INDUSTRIA","MADRID","Unknown",2018-10-02,"COMPLETA","MADRID",1348,1348,"PEONES/OPERARIOS/MANIPULADORES"
"14649","DEPENDIENTES/INFORMACIÓN","CANTABRIA","ESO, EGB, Graduado Escolar",2018-10-02,"COMPLETA","CANTABRIA",14000,14000,"TELEOPERADORES"
"14662","DEPENDIENTES/INFORMACIÓN","COMUNIDAD VALENCIANA","Bachillerato",2018-09-27,"PARCIAL","VALENCIA",600,0,"TELEOPERADORES"
"14666","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","FP II, Ciclo de Grado Superior",2018-09-12,"COMPLETA","MADRID",20000,18000,"ELECTRICIDAD"
"14667","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","FP II, Ciclo de Grado Superior",2018-09-12,"COMPLETA","MADRID",20000,18000,"ELECTRICIDAD"
"14679","INFORMÁTICA/TELECOMUNICACIONES","CATALUÑA","FP II, Ciclo de Grado Superior",2018-10-02,"COMPLETA","BARCELONA",20000,12000,"MICROINFORMATICA/ASISTENCIA TÉCNICA"
"14680","CONSTRUCCIÓN","CASTILLA Y LEÓN","Estudios primarios",2018-10-02,"COMPLETA","VALLADOLID",1200,900,"ALBAÑILERIA/ACABADOS"
"14681","CONSTRUCCIÓN","ANDALUCÍA","Bachillerato",2018-10-02,"COMPLETA","SEVILLA",1100,900,"ALBAÑILERIA/ACABADOS"
"14682","DEPENDIENTES/INFORMACIÓN","ANDALUCÍA","Bachillerato",2018-10-02,"COMPLETA","GRANADA",1200,1200,"DEPENDIENTES"
"14683","METAL/MECÁNICA","CASTILLA Y LEÓN","Unknown",2018-10-02,"COMPLETA","VALLADOLID",18000,18000,"SOLDADURA/CALDERERÍA/CHAPA"
"14684","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","CANTABRIA","FP I, Ciclo de Grado Medio",2018-10-02,"COMPLETA","CANTABRIA",18000,16000,"ELECTRICIDAD"
"14685","INGENIERÍA/CALIDAD/CIENCIAS","REGIÓN DE MURCIA","Diplomado o Ingeniero Técnico",2018-10-02,"PARCIAL","MURCIA",1600,1400,"PREVENCIÓN RIESGOS LABORALES"
"14687","HOSTELERÍA/TURISMO","CANTABRIA","Bachillerato",2018-10-02,"COMPLETA","CANTABRIA",12600,12000,"CAMAREROS"
"14688","COMERCIAL/VENTAS","MADRID","Unknown",2018-10-02,"INDIFERENTE","MADRID",1900,1500,"VENDEDORES"
"14689","CONSTRUCCIÓN","ANDALUCÍA","Bachillerato",2018-10-02,"COMPLETA","SEVILLA",1100,900,"PINTURA"
"14690","INFORMÁTICA/TELECOMUNICACIONES","CATALUÑA","FP I, Ciclo de Grado Medio",2018-10-02,"COMPLETA","BARCELONA",19000,18000,"SISTEMAS/SEGURIDAD/REDES"
"14691","DERECHO/PSICOLOGÍA/CIENCIAS SOCIALES","MADRID","Licenciado o Ingeniero Superior",2018-10-02,"COMPLETA","MADRID",15000,10000,"ABOGADOS"
"14692","SALUD/DEPORTE","PAÍS VASCO","Licenciado o Ingeniero Superior",2018-10-02,"COMPLETA","GUIPÚZCOA",39000,30000,"MEDICINA"
"14694","ADMINISTRACIÓN","ANDALUCÍA","Diplomado o Ingeniero Técnico",2018-10-02,"COMPLETA","SEVILLA",18000,14000,"RECURSOS HUMANOS/PERSONAL"
"14695","CONSTRUCCIÓN","MADRID","Estudios primarios",2018-10-02,"COMPLETA","MADRID",21000,19000,"TECNICOS EN CONSTRUCCION"
"14696","EDUCACIÓN/SERVICIOS SOCIALES","ISLAS CANARIAS","FP II, Ciclo de Grado Superior",2018-10-02,"PARCIAL","PALMAS (LAS)",1000,600,"ASISTENCIA E INTEGRACIÓN SOCIAL"
"14709","ADMINISTRACIÓN","MADRID","Diplomado o Ingeniero Técnico",2018-10-02,"COMPLETA","MADRID",19000,19000,"CONTABILIDAD/FINANZAS"
"14730","INFORMÁTICA/TELECOMUNICACIONES","REGIÓN DE MURCIA","FP II, Ciclo de Grado Superior",2018-07-30,"PARCIAL","MURCIA",650,500,"SISTEMAS/SEGURIDAD/REDES"
"14731","COMERCIAL/VENTAS","CATALUÑA","Estudios primarios",2018-09-20,"COMPLETA","BARCELONA",1480,1300,"VENDEDORES"
"14732","CONSTRUCCIÓN","CASTILLA Y LEÓN","Otras Formaciones",2018-10-01,"COMPLETA","SALAMANCA",1500,1000,"TECNICOS EN CONSTRUCCION"
"14748","FÁBRICAS/INDUSTRIA","ANDALUCÍA","FP I, Ciclo de Grado Medio",2018-09-26,"COMPLETA","ALMERÍA",24000,18000,"TECNICOS METALURGICOS"
"14749","FÁBRICAS/INDUSTRIA","GALICIA","Unknown",2018-02-14,"COMPLETA","PONTEVEDRA",1200,1100,"ARTESANÍA/OFICIOS"
"14751","COMERCIAL/VENTAS","ARAGÓN","Unknown",2018-09-27,"COMPLETA","ZARAGOZA",30000,14000,"VENDEDORES"
"14765","CONSTRUCCIÓN","MADRID","Unknown",2018-10-01,"COMPLETA","MADRID",1050,1050,"CARPINTERÍA"
"14770","DEPENDIENTES/INFORMACIÓN","ANDALUCÍA","ESO, EGB, Graduado Escolar",2018-10-01,"INDIFERENTE","MÁLAGA",1200,800,"DEPENDIENTES"
"14771","COMERCIAL/VENTAS","CASTILLA LA MANCHA","FP II, Ciclo de Grado Superior",2018-10-01,"COMPLETA","TOLEDO",1000,1000,"VENDEDORES"
"14776","EDUCACIÓN/SERVICIOS SOCIALES","CASTILLA Y LEÓN","Licenciado o Ingeniero Superior",2018-10-01,"PARCIAL","VALLADOLID",15000,10000,"ENSEÑANZA DE IDIOMAS"
"14779","COMERCIAL/VENTAS","CASTILLA Y LEÓN","ESO, EGB, Graduado Escolar",2018-08-30,"PARCIAL","SALAMANCA",18000,6000,"AGENTES COMERCIALES/REPRESENTANTES"
"14781","HOSTELERÍA/TURISMO","GALICIA","Unknown",2018-10-01,"PARCIAL","PONTEVEDRA",800,500,"CAMAREROS"
"14782","CONDUCTORES/TRANSPORTE","NAVARRA","Unknown",2018-09-27,"COMPLETA","NAVARRA",2000,1500,"TRANSPORTE DE PERSONAS O MERCANCIAS"
"14789","ADMINISTRACIÓN","CATALUÑA","Diplomado o Ingeniero Técnico",2018-10-01,"COMPLETA","BARCELONA",24000,20000,"RECURSOS HUMANOS/PERSONAL"
"14790","FÁBRICAS/INDUSTRIA","REGIÓN DE MURCIA","Sin estudios",2018-10-01,"COMPLETA","MURCIA",1000,900,"PEONES/OPERARIOS/MANIPULADORES"
"14825","HOSTELERÍA/TURISMO","CASTILLA Y LEÓN","Unknown",2018-10-01,"COMPLETA","ÁVILA",13000,12000,"COCINEROS"
"14832","METAL/MECÁNICA","EXTREMADURA","ESO, EGB, Graduado Escolar",2018-10-01,"COMPLETA","CÁCERES",1100,800,"CERRAJEROS/FORJA/HERREROS"
"14834","CONDUCTORES/TRANSPORTE","PAÍS VASCO","Unknown",2018-10-01,"COMPLETA","GUIPÚZCOA",2000,1600,"MECÁNICA DEL AUTOMÓVIL"
"14835","ELECTRICIDAD/ELECTRÓNICA/ENERGÍA","MADRID","Unknown",2018-10-01,"COMPLETA","MADRID",1100,1100,"ELECTRICIDAD"
"14840","INFORMÁTICA/TELECOMUNICACIONES","GALICIA","ESO, EGB, Graduado Escolar",2018-10-01,"PARCIAL","PONTEVEDRA",12000,10000,"TELECOMUNICACIONES"
"14853","COMERCIAL/VENTAS","CATALUÑA","Diplomado o Ingeniero Técnico",2018-10-01,"COMPLETA","BARCELONA",600,600,"VENDEDORES"
